for,editorial,0.000002035667649
first,cause,0.000001629514145
with,rare,0.000003109678346
with,march,0.000012588612663
current,users,0.000000319717827
are,target,0.000004192888355
college,students,0.000000025555154
general,national,0.000000342080881
services,public,0.000000090522569
adult,use,0.000000064626029
usa,all,0.000000374614160
news,april,0.000000350430184
vaccine,children,0.000000011157394
would,continue,0.000005106294793
like,product,0.000001794536161
parts,like,0.000000979025117
more,wrong,0.000006170591405
could,words,0.000002458373274
states,national,0.000000317446904
control,first,0.000000861643514
figure,were,0.000000231867546
been,states,0.000003264673069
which,increase,0.000001682585776
office,health,0.000000177825100
american,more,0.000000306041585
general,news,0.000000357427894
when,source,0.000003340405328
add,only,0.000000622552875
number,while,0.000001106482614
efforts,with,0.000000150745308
other,washington,0.000002797080015
was,investigation,0.000003206370820
times,using,0.000000483571341
common,than,0.000000808569609
human,health,0.000000121224431
couple,like,0.000001979314902
investigation,with,0.000000202962013
points,were,0.000000666663482
now,asked,0.000001443892984
other,stop,0.000004525815712
medical,most,0.000000259145935
during,late,0.000000375617077
with,nine,0.000003984427167
who,current,0.000004774991339
million,all,0.000001020626996
and,maryland,0.000012906014490
really,trying,0.000001329735596
really,wants,0.000001295238576
lose,your,0.000000149172621
him,hope,0.000002108736226
across,way,0.000000635120273
comes,know,0.000001364644277
wish,out,0.000000339723215
instead,where,0.000001202183626
from,brian,0.000004927228019
see,hope,0.000004723661277
getting,information,0.000000309027570
calling,but,0.000000396625040
before,net,0.000002379017360
about,language,0.000002686476591
man,john,0.000000405707311
paul,says,0.000000124740225
god,full,0.000002593225418
reveals,and,0.000000096338574
same,always,0.000002352294814
things,true,0.000001777975967
answer,say,0.000000513284533
lives,than,0.000000138622283
people,crimes,0.000002605656846
decided,should,0.000000182137853
penalty,but,0.000000173583430
out,death,0.000002568693844
loss,even,0.000000213439819
name,most,0.000003391770633
and,progressive,0.000019661165425
same,least,0.000002129015229
most,both,0.000002652438525
though,being,0.000001218782586
last,state,0.000001541441861
far,believe,0.000000828370958
their,earth,0.000005282714483
number,every,0.000001133165370
around,last,0.000001246601983
old,never,0.000001603036139
been,comes,0.000002528333425
last,place,0.000001114314955
any,original,0.000005097107078
night,just,0.000001108386982
that,lopez,0.000007340123830
well,hit,0.000000607984248
less,power,0.000000541648149
your,michael,0.000004216689831
call,day,0.000000437888474
going,play,0.000001436937737
trial,with,0.000000860491582
prevent,can,0.000000203185138
can,trial,0.000007117643690
that,larry,0.000005430293186
dead,say,0.000000220668340
always,those,0.000000956770805
self,has,0.000000737519485
high,make,0.000003823875886
low,over,0.000000566193592
magazine,have,0.000000430209639
also,driver,0.000005709188372
since,better,0.000002037546665
they,age,0.000006811104413
time,taken,0.000002400746098
than,block,0.000004348560651
get,head,0.000004260056357
over,full,0.000002880167585
both,together,0.000001245510703
she,such,0.000000845182683
try,very,0.000001474373903
himself,about,0.000000880097673
learn,lot,0.000000159895777
making,different,0.000000221182404
groups,out,0.000000461546108
having,big,0.000001550206093
will,posts,0.000004502091087
week,like,0.000001003876605
why,color,0.000002004138196
out,handle,0.000003315105914
your,event,0.000002496487923
questions,feel,0.000000488383705
free,ask,0.000000450242709
public,after,0.000001278766604
cover,missing,0.000000037520650
good,issue,0.000001889638384
issue,good,0.000000413148257
weekend,will,0.000001077977913
very,missing,0.000000779145694
very,research,0.000001663484340
pay,will,0.000001041361770
but,secret,0.000004715403065
truth,just,0.000001479978550
same,must,0.000002853870456
all,lead,0.000002795531827
world,based,0.000001870368123
our,science,0.000001687883696
that,flying,0.000006403350199
genocide,those,0.000000047311275
were,removed,0.000001781961600
paris,that,0.000000087540933
took,after,0.000000490088098
policies,for,0.000000184058692
out,idea,0.000006297748769
long,world,0.000001935184400
countries,from,0.000000335948727
take,instead,0.000001000754764
against,could,0.000001407135073
lead,into,0.000000076827568
better,keep,0.000001433337843
name,internet,0.000001216272722
are,night,0.000014611184270
time,video,0.000002427028903
know,cards,0.000001394735932
should,evidence,0.000001890045837
this,prime,0.000003467834404
but,sex,0.000002322334922
president,our,0.000000903540410
university,west,0.000000152661869
friend,said,0.000000578048741
there,university,0.000004995737072
president,like,0.000002586160690
friend,they,0.000001336847731
current,year,0.000000905709783
business,like,0.000000963259481
thinks,this,0.000000266552945
day,great,0.000000700888563
could,getting,0.000003284820650
star,with,0.000000203349458
something,close,0.000001503517751
black,could,0.000000776208026
start,its,0.000001261162311
like,radio,0.000001780341790
everything,comes,0.000000838090557
apple,need,0.000000485649252
system,everything,0.000004682513463
need,original,0.000001448821877
world,science,0.000001115376108
sense,word,0.000000162996287
mean,different,0.000001120409024
this,moving,0.000004602226909
three,using,0.000000351104660
universe,but,0.000000247385429
committee,space,0.000000057735939
deputy,for,0.000000112393529
state,good,0.000001996453875
space,being,0.000000989761816
week,ago,0.000000243370579
system,crash,0.000000329740772
true,use,0.000001708717491
note,system,0.000000979325591
before,having,0.000001432160843
your,fbi,0.000002572394351
was,role,0.000002980813406
rid,all,0.000000185355916
totally,out,0.000000259377543
had,show,0.000002668193929
also,religious,0.000003082517878
driving,they,0.000000290767730
would,religious,0.000004578196240
government,being,0.000001385220799
would,suicide,0.000001581330253
clean,but,0.000000314464103
given,government,0.000000692841809
knew,him,0.000000305854485
rid,with,0.000000208789814
ended,have,0.000000633276727
two,come,0.000004194578651
could,left,0.000005336919457
when,taken,0.000003563894552
make,called,0.000001834921250
who,sexual,0.000002015726977
wish,about,0.000000344183860
about,family,0.000006213415872
bit,protected,0.000000445144053
proposed,are,0.000000377419980
official,new,0.000000170047983
interest,what,0.000000447695555
performance,like,0.000002206693807
turns,have,0.000000127503213
asked,out,0.000000381798259
turned,have,0.000000325190541
got,hard,0.000000951690140
let,least,0.000001349160812
clinton,been,0.000000525610687
not,bush,0.000004785307738
changed,some,0.000000365334245
president,bush,0.000000240635529
let,well,0.000002865856914
both,christians,0.000001234702836
live,any,0.000001880095056
anti,also,0.000000557831186
internet,where,0.000000816666670
for,boy,0.000009387708815
forced,they,0.000000156697197
present,people,0.000001566557785
this,judge,0.000005689315003
judge,own,0.000000049037261
ethnic,group,0.000000115571105
russian,people,0.000000175381942
discovered,one,0.000000098490752
after,area,0.000001472590611
national,group,0.000000318807935
against,war,0.000000616303680
time,food,0.000002158987400
three,without,0.000000406228537
wouldn,such,0.000000586681097
these,open,0.000002559809900
quiet,but,0.000000066945589
fan,from,0.000000340918120
about,knew,0.000003702314189
stop,him,0.000000885630072
way,single,0.000005154655810
clear,like,0.000000824309495
high,college,0.000000845207865
play,since,0.000000431419295
does,price,0.000003667577630
site,would,0.000000538428083
know,line,0.000003482600050
line,take,0.000000913012116
case,than,0.000002327067705
moon,mars,0.000000063550559
doing,why,0.000000571637997
space,mars,0.000000283113479
know,once,0.000003869524789
black,good,0.000001077389811
company,what,0.000000627941404
earth,out,0.000001006236630
america,from,0.000000702123089
much,ask,0.000002469292440
annual,that,0.000000226713112
without,real,0.000001588816303
handle,was,0.000000507958305
over,man,0.000002000327868
likely,make,0.000000623472602
god,important,0.000001310494099
missing,parts,0.000000049476867
between,government,0.000001577359058
many,laws,0.000001021161324
jim,for,0.000000731964576
around,version,0.000000673061550
late,has,0.000000412895218
about,gives,0.000005535325272
book,history,0.000000190665034
must,open,0.000001306133868
many,issues,0.000000695448250
jim,this,0.000000553083623
been,key,0.000005975837666
with,toward,0.000008506511222
second,book,0.000000584678503
government,president,0.000001614112534
used,national,0.000004110866030
research,years,0.000000555253109
parts,list,0.000000187461623
get,security,0.000005806444278
two,common,0.000003970627859
make,doing,0.000001296388177
being,member,0.000001223408958
likely,were,0.000000512911129
may,act,0.000001607608169
more,names,0.000004376216111
part,make,0.000001239371500
each,email,0.000000637747007
question,him,0.000001043811267
under,did,0.000001220919216
that,lee,0.000007980355804
important,other,0.000000760867181
with,lee,0.000005048618277
break,some,0.000000420982076
needs,these,0.000000951718107
investigation,have,0.000000147634410
how,next,0.000001784748406
shots,are,0.000000434560548
department,school,0.000000079254889
something,run,0.000001028605652
uses,would,0.000000678040863
there,hot,0.000004382347470
not,selling,0.000007028774689
just,reasons,0.000006460038549
car,lot,0.000000814649525
bus,should,0.000000542491193
over,high,0.000004409154826
local,sales,0.000000211817678
are,enforcement,0.000025997520424
seen,see,0.000002261286454
how,making,0.000001393270054
when,ground,0.000003453106956
think,full,0.000004017128958
longer,new,0.000000930996634
natural,system,0.000000235681881
look,public,0.000001070722988
simple,want,0.000000154467344
ways,their,0.000000922455797
their,her,0.000008887613149
things,help,0.000001767448907
then,yet,0.000009067765859
used,access,0.000003756461638
guns,those,0.000000233835365
running,see,0.000000556307327
wrong,going,0.000000666110225
people,further,0.000002885297818
wants,don,0.000000532842876
body,their,0.000000854277744
right,come,0.000002241023367
interest,like,0.000000903091291
now,save,0.000001260805334
one,late,0.000003512884859
like,often,0.000003509335784
long,did,0.000001098121629
even,based,0.000002824749345
way,force,0.000003326194474
wants,has,0.000000801533588
better,start,0.000001567674303
right,wants,0.000001023720301
has,social,0.000004177919891
southern,from,0.000000100773249
offered,our,0.000000063602563
whole,russian,0.000000266115734
visit,them,0.000000127181778
ago,again,0.000000410276613
again,thought,0.000001102338615
outside,has,0.000000225116722
women,well,0.000000187514388
where,majority,0.000001688302746
percent,change,0.000000025775350
hot,north,0.000000096859104
quiet,those,0.000000015165448
place,under,0.000000917249167
census,percent,0.000000000757080
percent,ethnic,0.000000024945502
after,offered,0.000000315829851
killed,whole,0.000000168486622
whole,hot,0.000000279871557
such,today,0.000001476760644
whole,cold,0.000000218624649
should,continue,0.000002656926654
human,over,0.000000339256928
among,get,0.000000376366756
among,say,0.000000203161804
didn,ask,0.000000841125654
who,stuff,0.000005204737136
those,general,0.000000882001018
evidence,those,0.000000208780008
canadian,hockey,0.000000065916474
has,box,0.000005534736829
car,far,0.000001102522219
while,actually,0.000000853720849
second,since,0.000001110119342
christian,religion,0.000000289901436
about,event,0.000003149398026
sets,not,0.000000206122778
longer,people,0.000000958470878
from,friday,0.000004841562713
wants,people,0.000000791397269
but,promise,0.000002195306706
this,opposition,0.000003047230848
look,bad,0.000001502922487
able,around,0.000001672908070
easy,see,0.000000471923812
until,make,0.000000568974144
many,show,0.000001385432711
evidence,being,0.000000422818118
being,written,0.000000741750114
his,among,0.000001530224495
his,matthew,0.000000843694352
for,pieces,0.000009341680197
under,attack,0.000001037503921
death,how,0.000000553014331
investigate,and,0.000000483271947
peter,john,0.000000077847282
very,near,0.000001187221756
your,couple,0.000008173832612
save,people,0.000000400321795
woman,child,0.000000025535392
can,mary,0.000006778738225
alleged,and,0.000000868672942
out,led,0.000008597960914
history,being,0.000000243088095
event,one,0.000000288235100
many,less,0.000001158261398
city,what,0.000000533111347
old,book,0.000000928421457
while,took,0.000000820117066
original,other,0.000001723028959
hear,their,0.000000788303510
world,really,0.000001971683787
days,now,0.000000968352992
under,feet,0.000000330003274
was,beyond,0.000004362327672
before,give,0.000001258221573
than,david,0.000003128010803
from,cross,0.000004926804650
say,thought,0.000001902153372
but,facts,0.000003362534017
another,trying,0.000000659811235
appear,man,0.000000084408725
house,his,0.000000547171339
him,called,0.000001255542202
probably,while,0.000000883169832
out,words,0.000002734579994
from,speaking,0.000007155086678
justice,his,0.000000192001480
see,left,0.000003517014193
until,why,0.000000414737002
jews,like,0.000000549642209
days,even,0.000001177725039
then,suspect,0.000010061847206
heavy,they,0.000000143531494
old,better,0.000001938046353
people,return,0.000003673724677
were,calling,0.000001607171157
perfect,there,0.000000847838066
case,said,0.000002053786602
include,many,0.000000311229854
find,old,0.000002971557933
james,this,0.000000206869260
around,high,0.000002260629572
first,actually,0.000002513237632
actually,find,0.000001336983360
night,said,0.000000427253440
said,while,0.000001351796755
any,criminal,0.000003801776529
was,aren,0.000009925687664
people,save,0.000002746541668
thought,least,0.000001049006528
god,didn,0.000002253919547
new,things,0.000004965204880
moment,have,0.000000182742227
too,next,0.000001268101187
took,while,0.000000307855856
changed,will,0.000000559287741
day,until,0.000000424531464
false,god,0.000000102366641
also,bring,0.000003404049266
hear,see,0.000000431632031
promise,you,0.000000342486715
needs,has,0.000001003127409
its,again,0.000002380103751
things,told,0.000001068629444
shows,has,0.000000316619406
read,our,0.000002352887805
against,need,0.000001563950491
jews,said,0.000000189174187
apparently,his,0.000000170059096
court,from,0.000000398000140
wrote,people,0.000000206166973
beyond,one,0.000000151963960
most,might,0.000002533400220
political,about,0.000000197989706
being,open,0.000001871909149
christian,those,0.000000291213979
refuse,you,0.000000117675569
young,about,0.000000835645267
birth,this,0.000000112653609
about,alleged,0.000004702650585
kill,children,0.000000127151026
suit,for,0.000000167770409
name,its,0.000004077079666
three,know,0.000001078340119
each,following,0.000001465976766
stories,from,0.000000312560275
said,jews,0.000000704962474
several,made,0.000000606904621
jews,one,0.000000337399683
who,reads,0.000000894350535
court,had,0.000000237132269
have,event,0.000004108635949
just,christians,0.000005309144399
their,company,0.000004547652679
him,john,0.000000784843962
still,between,0.000000680864900
hour,but,0.000000210637893
for,wall,0.000011968581930
full,video,0.000000539026928
rules,out,0.000000291501067
those,thanks,0.000000985698080
small,child,0.000000126822613
mother,what,0.000000247688661
man,people,0.000001531225053
home,say,0.000000841913845
everything,then,0.000003627068281
heard,said,0.000000406241270
apartment,our,0.000000016843499
into,saw,0.000000648355410
right,across,0.000001055821826
six,there,0.000000471314934
next,our,0.000001047636033
leave,get,0.000000340196351
off,hit,0.000000438607088
had,special,0.000003390856818
off,ones,0.000000721066897
later,one,0.000001195010782
say,everything,0.000003515815933
leave,just,0.000000442271784
like,near,0.000002276177611
still,let,0.000001255199777
light,where,0.000000495576955
called,number,0.000001354819119
part,say,0.000000994581342
went,started,0.000000091162683
years,him,0.000001664408728
large,something,0.000001008384515
all,kill,0.000002958871164
their,special,0.000005798137863
two,already,0.000002549999181
they,office,0.000008623516806
huge,all,0.000000232595724
crowd,were,0.000000032782939
saw,our,0.000000362918342
aid,they,0.000000229850386
way,hit,0.000001112413202
from,room,0.000006093436696
whole,them,0.000000985955694
having,off,0.000002234434078
know,told,0.000002547956228
went,came,0.000000432549655
apartment,had,0.000000025785711
places,was,0.000001306359650
happened,been,0.000000294364213
apartment,for,0.000000055069560
they,five,0.000003920539712
joy,that,0.000000063672715
right,started,0.000000675833917
through,able,0.000000545202511
run,away,0.000000439847838
with,snow,0.000002752351293
after,four,0.000000748217019
end,game,0.000002669572041
way,yet,0.000004057225851
reported,there,0.000000474075506
couple,only,0.000001444205054
ahead,have,0.000000181223371
than,mike,0.000001323935408
world,during,0.000002369181857
started,has,0.000000770918518
team,least,0.000000833561671
where,better,0.000003229602271
won,least,0.000001006978437
two,world,0.000005648350452
was,learn,0.000004996161806
started,same,0.000000548577020
very,place,0.000001860484417
those,found,0.000000947077865
still,note,0.000000936864069
effects,with,0.000000439440242
sale,still,0.000000523767540
help,jews,0.000000570202701
difficult,when,0.000000404574962
return,also,0.000000371287683
president,bill,0.000000387015973
will,attorney,0.000001798871267
post,april,0.000000701647252
two,access,0.000002775598659
data,government,0.000001852478817
officials,said,0.000000033617898
their,post,0.000004784576049
thought,didn,0.000001381194807
who,video,0.000003045237918
really,wish,0.000000613573718
how,difficult,0.000001775682449
fan,get,0.000000260823555
old,son,0.000000893732647
open,back,0.000001342762630
last,old,0.000002135688874
told,back,0.000000448336920
being,year,0.000002241602942
few,several,0.000000901571354
three,find,0.000000499798034
pay,know,0.000000953201209
add,something,0.000000273229460
use,gets,0.000002486304993
still,business,0.000000836183062
park,but,0.000000331003179
thought,two,0.000002162287046
little,probably,0.000001206851948
everything,say,0.000002084919061
because,message,0.000002644524329
just,david,0.000004900176918
little,keep,0.000000881653818
murphy,third,0.000000206410249
two,countries,0.000000846465582
take,between,0.000000828868849
that,weird,0.000005766537470
users,environment,0.000000213749615
for,opened,0.000011197667845
class,but,0.000001443883093
full,high,0.000001788850795
still,line,0.000000707308686
one,environment,0.000005036815764
will,potential,0.000004871876172
data,products,0.000000936024833
products,data,0.000000467878834
information,high,0.000001641819495
high,program,0.000002112577249
national,network,0.000000206700847
including,system,0.000000352186618
local,network,0.000000364209910
tech,with,0.000000317137562
network,program,0.000000350400143
san,you,0.000001072442842
think,went,0.000001581139827
pro,about,0.000000519281457
here,win,0.000001697359608
its,every,0.000002482613127
people,amendment,0.000003392854296
miller,for,0.000000325173175
should,present,0.000004047059520
half,what,0.000000347330598
defense,were,0.000000516343107
these,appear,0.000000729567375
which,bear,0.000001282496100
already,get,0.000001504883016
government,military,0.000000640562632
country,over,0.000000667445249
they,ford,0.000002544021527
time,fast,0.000001727790391
into,gear,0.000000602366413
anyone,did,0.000003665848453
anti,jews,0.000000116767744
probably,due,0.000000562011849
complete,than,0.000000520873073
training,this,0.000000499322368
first,believe,0.000003221584166
though,few,0.000000729960504
season,well,0.000000449060195
good,season,0.000002467241757
biggest,was,0.000000259569731
want,discuss,0.000000726347821
his,national,0.000003383837111
gets,because,0.000000572382021
here,high,0.000004506343430
some,price,0.000003125422609
half,your,0.000000345943107
medical,they,0.000000438202846
well,around,0.000003050843588
which,reports,0.000002156736855
change,two,0.000000968492827
such,action,0.000001320893944
but,release,0.000006440076959
how,least,0.000002177394208
choice,there,0.000000835422611
special,need,0.000000485945122
colorado,have,0.000000364057314
one,fall,0.000002076650844
key,most,0.000003192292752
cut,also,0.000000699374880
like,voice,0.000002861346047
different,again,0.000000838632104
source,given,0.000000233315589
again,book,0.000000519117293
government,got,0.000000679561083
government,said,0.000001219471756
following,return,0.000000593653681
news,please,0.000001066598088
reject,are,0.000000222138809
call,could,0.000000837805317
number,need,0.000002095867558
million,less,0.000000217934698
care,first,0.000000761683395
possible,point,0.000001153055791
does,issue,0.000002348242560
anyway,these,0.000001154657298
already,people,0.000001249548404
exactly,here,0.000000769628400
these,book,0.000001432096155
tried,both,0.000000487169075
think,reasons,0.000002635287728
world,question,0.000001164185960
very,view,0.000001452586275
saw,which,0.000000491074275
don,likely,0.000003261506436
christian,new,0.000000835593880
used,mean,0.000003481736258
written,god,0.000000392653220
point,someone,0.000001726534947
going,add,0.000000509047823
his,evidence,0.000001569014216
further,has,0.000000345810520
present,two,0.000001370567475
other,money,0.000002814150548
was,saturday,0.000012097571926
kill,out,0.000000341810761
old,such,0.000001813760036
more,yourself,0.000010252479115
same,word,0.000001709833782
place,also,0.000001737597700
different,find,0.000001517478154
since,evidence,0.000000773922920
have,killing,0.000004106429515
word,since,0.000000696167831
would,research,0.000005429378689
given,good,0.000001202786848
pretty,now,0.000001588016517
much,little,0.000002317177405
tried,hard,0.000000410395472
mark,would,0.000000670628822
along,could,0.000000876625904
someone,being,0.000001712500193
air,when,0.000000380156308
were,finally,0.000002689557050
have,aid,0.000005012658221
are,dollars,0.000008163830898
they,recent,0.000008487510968
gets,worse,0.000000104960947
help,others,0.000001598796985
never,done,0.000001806042860
use,top,0.000001282167091
says,things,0.000000564615107
over,hard,0.000002412635695
can,teach,0.000003872578873
call,something,0.000000698889096
really,part,0.000002218650479
until,use,0.000000584567090
recently,system,0.000000826223356
driver,system,0.000001494898356
country,see,0.000000856661245
some,school,0.000003031944289
one,money,0.000004391124094
why,better,0.000003178090765
more,natural,0.000002094429419
debate,over,0.000000071174206
read,paper,0.000000705970820
never,while,0.000001147971147
current,does,0.000001245613475
well,best,0.000002911328693
body,them,0.000000566647145
against,same,0.000001506503963
almost,people,0.000000900017028
are,june,0.000015065044863
set,why,0.000001934244665
year,contract,0.000000305680175
they,contract,0.000002635503051
which,cover,0.000001235574814
defense,like,0.000001358606823
protect,rights,0.000000074366547
like,church,0.000005879832770
they,thousands,0.000007829917195
like,wife,0.000002861372650
for,dinner,0.000010297713743
those,feel,0.000000994945708
turned,there,0.000000449927455
message,comes,0.000000303830944
people,deal,0.000006363844477
but,rights,0.000010689846931
been,groups,0.000003110422085
believe,day,0.000001102168881
books,them,0.000000338601097
last,find,0.000002129490213
even,rights,0.000003106529448
such,church,0.000002417676342
their,america,0.000004868147244
really,reason,0.000002312610377
for,challenge,0.000012593225620
all,posts,0.000003788182994
are,recently,0.000019017914383
against,free,0.000001027071676
christian,good,0.000000803790158
quite,why,0.000000773187196
both,different,0.000001272507006
believe,tell,0.000001165071012
may,heard,0.000001227995540
long,several,0.000000669921974
wife,children,0.000000073568756
two,someone,0.000003583947773
ever,tried,0.000000334830844
here,wrong,0.000002027958772
work,worked,0.000000389778705
set,full,0.000002106138709
down,find,0.000001207223931
work,quite,0.000000787891054
others,include,0.000000401791709
film,you,0.000000312972276
down,system,0.000001661446277
because,dead,0.000001993643082
wife,would,0.000000245108453
process,should,0.000000966446919
low,should,0.000000672802457
some,kids,0.000004837688721
gone,far,0.000000116503259
for,aid,0.000016148585928
low,could,0.000000697199937
here,idea,0.000002574240852
europe,not,0.000000289402152
doing,been,0.000000920157959
sale,tape,0.000001421123784
consider,best,0.000000422000483
sale,year,0.000000804893034
channel,all,0.000000541150030
offer,also,0.000001338740958
best,years,0.000001421982120
case,best,0.000002230517339
better,nothing,0.000001341027087
playing,team,0.000000214339650
francis,and,0.000000359231450
genocide,government,0.000000075221266
family,their,0.000001087252031
political,its,0.000000170950642
april,their,0.000000827231986
which,lives,0.000001217149247
president,program,0.000000660061232
running,should,0.000000515043553
mask,are,0.000000178771629
state,against,0.000001484060022
some,clear,0.000002746784276
israel,way,0.000000774344926
police,then,0.000000294649226
was,contract,0.000002167035518
russian,military,0.000000055600438
brain,was,0.000000975477064
was,central,0.000003975331310
may,monday,0.000000586872602
wednesday,june,0.000000010070197
june,sunday,0.000000045382240
june,thursday,0.000000023045455
thursday,june,0.000000036453006
monday,tuesday,0.000000006667726
information,model,0.000000680697383
also,interest,0.000002240074309
this,meet,0.000003787656851
gold,that,0.000000517049443
called,why,0.000001495714969
many,several,0.000001117913712
those,coming,0.000000379113061
wrong,those,0.000000430478934
related,they,0.000000593910272
probably,needs,0.000000658205238
hold,when,0.000000342636582
new,came,0.000008181177691
far,new,0.000001301834118
like,driving,0.000001561825229
your,fails,0.000002862270549
block,will,0.000000856584336
under,anyone,0.000001789771432
team,needs,0.000000578130255
next,him,0.000000932354112
into,field,0.000000784334702
turned,from,0.000000422212509
when,killed,0.000005633955425
serious,really,0.000000267421910
most,top,0.000000846049375
first,months,0.000002165615115
out,feel,0.000004804458968
paper,into,0.000000140353578
recent,has,0.000000718491322
out,easy,0.000003336492910
world,order,0.000001371018129
there,medicine,0.000002359071004
results,only,0.000000814501732
there,consider,0.000006094162018
would,whose,0.000004356751106
made,things,0.000001988112899
when,kind,0.000007746880328
fire,over,0.000000143992381
would,forget,0.000003934728284
having,being,0.000001968596052
second,hard,0.000001136704782
this,happy,0.000006122991181
supporting,with,0.000000424339049
put,got,0.000000675609044
selling,their,0.000000320477653
selling,car,0.000000123565258
minutes,about,0.000000450943645
got,bad,0.000000880070104
true,had,0.000001925516472
dan,not,0.000000102069073
those,run,0.000000753605320
process,into,0.000000821040601
when,along,0.000004334096047
privacy,important,0.000000067749603
privacy,you,0.000000387732769
not,aid,0.000005847220109
don,american,0.000001932695341
were,authorities,0.000001406705678
talking,has,0.000000583868541
how,picture,0.000001569631081
doing,help,0.000000375694583
tax,but,0.000001202474778
someone,gets,0.000000987844942
from,named,0.000003375321285
were,released,0.000001150485673
privacy,they,0.000000291028527
this,newspaper,0.000006602345820
out,save,0.000002353797527
other,suggest,0.000001749241051
but,shot,0.000018034887034
make,yourself,0.000003186160711
wanted,more,0.000000750686866
driving,not,0.000000330031156
car,why,0.000001504606757
hear,how,0.000000462499344
before,makes,0.000001188565989
data,again,0.000001334801482
than,according,0.000002528545110
why,before,0.000002199254141
find,run,0.000001371857820
past,were,0.000000791605316
caught,you,0.000000314656376
provides,has,0.000000186088471
much,deal,0.000002853365004
for,taste,0.000033473133954
cross,have,0.000000218892126
left,know,0.000002042777169
you,crash,0.000004048038591
current,set,0.000000974412046
currently,get,0.000000420144858
part,government,0.000000823420805
that,senate,0.000006317083262
wanted,time,0.000001000214070
house,about,0.000000896355118
had,real,0.000002475989959
government,may,0.000001207089554
like,health,0.000001897503125
gets,time,0.000000658195859
things,under,0.000002365775345
was,community,0.000007234989425
tried,only,0.000000974914997
two,ever,0.000003440921091
project,need,0.000000583099052
appears,work,0.000000190806105
make,model,0.000001766686296
used,cannot,0.000003093813575
what,appear,0.000001991331146
take,believe,0.000001659374902
that,opens,0.000003173523510
make,change,0.000001346381282
way,having,0.000004955281383
data,left,0.000001824312790
two,final,0.000001804260819
should,christians,0.000002982781098
pass,off,0.000000565564449
accept,more,0.000000428356429
when,forces,0.000002662647830
its,probably,0.000003117944971
long,few,0.000000901992735
for,bid,0.000005026130111
will,bid,0.000001345082978
free,two,0.000000934778029
find,free,0.000002074589474
thought,him,0.000001347545890
were,false,0.000002181636546
real,going,0.000000613057921
was,surprise,0.000002888950348
spy,for,0.000000050966957
spot,colorado,0.000000222707300
their,questions,0.000003890997505
john,david,0.000000169831495
john,andrew,0.000000136582727
where,given,0.000001974586667
such,including,0.000001214839585
how,ask,0.000002161774546
have,vote,0.000002893165401
vote,have,0.000000126378396
time,results,0.000002336429134
around,little,0.000000908182926
center,all,0.000000454346548
team,name,0.000001242170356
man,most,0.000001263948320
much,price,0.000001788594773
that,families,0.000003329153287
are,families,0.000002732774874
don,hope,0.000006370428309
cross,post,0.000000071554922
world,community,0.000001172080374
ever,world,0.000001390395255
take,under,0.000001394660671
upon,about,0.000001002097633
all,violence,0.000007928528248
peace,justice,0.000000210669029
personal,through,0.000000209323673
that,opposition,0.000004234928838
been,mail,0.000004170593456
proposed,was,0.000000545663966
world,important,0.000001313465759
law,these,0.000001608319394
protected,you,0.000000213265693
with,race,0.000003971265414
since,israel,0.000001370096925
head,some,0.000000487393152
one,network,0.000002654925083
been,league,0.000002806218617
story,like,0.000000805926334
someone,take,0.000001628485165
present,his,0.000001098941652
don,man,0.000003996104624
law,did,0.000000836689253
has,longer,0.000008226220416
general,must,0.000000410837913
came,being,0.000002096586741
god,makes,0.000002040944992
new,tape,0.000009150342521
head,one,0.000000485574446
happening,this,0.000000279654159
great,country,0.000000630696206
then,taken,0.000005328745374
cold,water,0.000000043271804
these,kids,0.000002442261803
went,school,0.000000136822536
our,answer,0.000002263569513
save,life,0.000000169865757
modern,american,0.000000041092491
have,late,0.000007139987247
with,parents,0.000006374129498
hours,more,0.000000203019681
hate,they,0.000000378913171
answer,own,0.000000289727097
leaders,with,0.000000298159307
for,interior,0.000007173611721
board,video,0.000000119753309
with,interior,0.000003067339321
any,robert,0.000002334460532
had,mail,0.000003043272727
get,place,0.000004633296157
any,die,0.000004041940429
over,possible,0.000002430193945
week,other,0.000000719609261
any,modern,0.000002829023970
daniel,for,0.000000070283591
day,why,0.000000981059429
why,reason,0.000002932270490
easter,that,0.000000684915392
weapons,can,0.000000463975994
were,school,0.000003277308906
game,being,0.000001064820140
fans,would,0.000000785968780
thing,system,0.000001686145083
only,address,0.000005293179584
stop,know,0.000002459267307
favorite,for,0.000000424981778
other,sent,0.000002477202315
with,trial,0.000010635996659
working,like,0.000001842248821
see,away,0.000002396683840
gives,same,0.000000671100395
what,freedom,0.000004291837740
revealed,not,0.000000226266152
they,sunday,0.000010121660125
all,moment,0.000001946415296
guns,more,0.000000538391589
their,protect,0.000001586970484
support,must,0.000000522725088
uses,their,0.000000618073443
rick,was,0.000000198501510
with,andrew,0.000008911623809
plus,color,0.000000292382651
work,him,0.000001131677436
men,his,0.000000352432039
than,known,0.000005604175840
people,wanted,0.000003738669193
mail,much,0.000001646049441
get,seem,0.000003676662345
warning,name,0.000000097238939
choice,them,0.000000423309530
few,possible,0.000001603893907
are,month,0.000005777962542
chemical,weapons,0.000000013563130
his,wonder,0.000003899036528
top,end,0.000000825855750
guys,some,0.000000585318617
millions,americans,0.000000052861520
can,tested,0.000004275618267
